Accession,GenBank_RefSeq,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
MT872493.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SLE/KGH-G-8604/2020, complete genome",29857,complete,Sierra Leone,Sierra Leone,Homo sapiens,4/3/2020,8/11/2020
PX435292.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/EPI_ISL_5368391/2021, complete genome",29903,complete,Nigeria: Osun State,Nigeria,Homo sapiens,2/9/2021,9/29/2025
OR342278.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/seq_TUN_4/2022, complete genome",29765,complete,Tunisia,Tunisia,Homo sapiens,5/15/2022,12/14/2024
OR342279.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/seq_TUN_5/2022, complete genome",29760,complete,Tunisia,Tunisia,Homo sapiens,3/3/2022,12/14/2024
OR342282.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/seq_TUN_8/2022, complete genome",29794,complete,Tunisia,Tunisia,Homo sapiens,4/22/2022,12/14/2024
OR342287.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/seq_TUN_13/2022, complete genome",29759,complete,Tunisia,Tunisia,Homo sapiens,3/31/2022,12/14/2024
OR342296.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/TUN/seq_TUN_22/2021, complete genome",29805,complete,Tunisia,Tunisia,Homo sapiens,12/23/2021,12/14/2024
PP832907.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MAR/IPM401-2023/2023, complete genome",29767,complete,Morocco,Morocco,Homo sapiens,12/18/2023,5/24/2024
PP521934.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-2485/2020, complete genome",29776,complete,South Africa,South Africa,Homo sapiens,5/18/2020,3/22/2024
PP521946.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-2741/2020, complete genome",29779,complete,South Africa,South Africa,Homo sapiens,5/18/2020,3/22/2024
PP522112.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3141/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,5/14/2020,3/22/2024
PP522127.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-A773/2021, complete genome",29862,complete,South Africa,South Africa,Homo sapiens,1/28/2021,3/22/2024
PP522140.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-E958/2021, complete genome",29819,complete,South Africa,South Africa,Homo sapiens,7/27/2021,3/22/2024
PP522148.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-0092/2020, complete genome",29777,complete,South Africa,South Africa,Homo sapiens,5/22/2020,3/22/2024
PP522198.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3294/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,6/29/2020,3/22/2024
PP522205.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3779/2020, complete genome",29804,complete,South Africa,South Africa,Homo sapiens,5/27/2020,3/22/2024
PP522212.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-3935/2020, complete genome",29777,complete,South Africa,South Africa,Homo sapiens,6/24/2020,3/22/2024
PP522331.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-O128/2021, complete genome",29837,complete,South Africa,South Africa,Homo sapiens,12/15/2021,3/22/2024
PP522341.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-O473/2022, complete genome",29787,complete,South Africa,South Africa,Homo sapiens,1/11/2022,3/22/2024
PP522361.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GP-T744/2022, complete genome",29709,complete,South Africa,South Africa,Homo sapiens,5/13/2022,3/22/2024
PP522371.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-4168/2020, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,5/3/2020,3/22/2024
PP522457.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-A579/2021, complete genome",29814,complete,South Africa,South Africa,Homo sapiens,1/20/2021,3/22/2024
OR717328.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/Egy-BA.5.2Vac001-Passage10/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,10/15/2022,10/23/2023
OQ989763.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H467/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,10/14/2022,5/16/2023
OQ924220.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H306/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/20/2022,5/4/2023
OQ924230.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H342/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,9/29/2022,5/4/2023
OQ924240.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H373/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,9/30/2022,5/4/2023
OQ924245.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/DJI_NAMRU3_H381/2022, complete genome",29718,complete,Djibouti,Djibouti,Homo sapiens,10/10/2022,5/4/2023
OQ788219.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/BEN/MTMC_35_042/2021, complete genome",29659,complete,Benin: Benin,Benin,Homo sapiens,9/22/2021,4/11/2023
OQ788188.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/MTMC_27_063/2021, complete genome",29687,complete,Kenya: Kenya,Kenya,Homo sapiens,5/18/2021,4/10/2023
OQ691515.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/South_Africa/UW21070165713/2021, complete genome",29504,complete,South Africa,South Africa,Homo sapiens,7/1/2021,3/25/2023
OQ352656.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11321/2021, complete genome",29786,complete,Kenya,Kenya,Homo sapiens,12/15/2021,1/31/2023
OQ352659.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11300/2021, complete genome",29791,complete,Kenya,Kenya,Homo sapiens,12/15/2021,1/31/2023
OQ352701.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11362/2021, complete genome",29786,complete,Kenya,Kenya,Homo sapiens,12/16/2021,1/31/2023
OQ352710.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11331/2021, complete genome",29790,complete,Kenya,Kenya,Homo sapiens,12/15/2021,1/31/2023
OQ352730.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11436/2021, complete genome",29799,complete,Kenya,Kenya,Homo sapiens,12/26/2021,1/31/2023
OQ352737.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11503/2022, complete genome",29761,complete,Kenya,Kenya,Homo sapiens,11/14/2022,1/31/2023
OQ352750.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11473/2021, complete genome",29788,complete,Kenya,Kenya,Homo sapiens,12/22/2021,1/31/2023
OQ130522.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11261/2022, complete genome",29765,complete,Kenya,Kenya,Homo sapiens,12/3/2022,12/28/2022
OQ061283.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120622/2022, complete genome",29760,complete,Kenya,Kenya,Homo sapiens,11/29/2022,12/16/2022
OQ061295.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11197/2022, complete genome",29761,complete,Kenya,Kenya,Homo sapiens,11/11/2022,12/16/2022
OQ050300.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV121/2020, complete genome",29856,complete,Nigeria,Nigeria,Homo sapiens,6/2/2020,12/15/2022
OQ050409.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV18-1/2020, complete genome",29855,complete,Nigeria,Nigeria,Homo sapiens,3/29/2020,12/15/2022
OQ050466.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV288/2020, complete genome",29830,complete,Nigeria,Nigeria,Homo sapiens,6/30/2020,12/15/2022
OQ050499.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV330/2020, complete genome",29824,complete,Nigeria,Nigeria,Homo sapiens,4/26/2020,12/15/2022
OQ050534.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV371/2020, complete genome",29837,complete,Nigeria,Nigeria,Homo sapiens,5/14/2020,12/15/2022
OQ050583.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV534/2020, complete genome",29838,complete,Nigeria,Nigeria,Homo sapiens,11/24/2020,12/15/2022
OQ050667.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV649/2021, complete genome",29770,complete,Nigeria,Nigeria,Homo sapiens,1/19/2021,12/15/2022
OQ050782.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV791/2021, complete genome",29875,complete,Nigeria,Nigeria,Homo sapiens,1/19/2021,12/15/2022
OQ051012.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2362/2021, complete genome",29844,complete,Nigeria,Nigeria,Homo sapiens,8/4/2021,12/15/2022
OQ051032.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2383/2021, complete genome",29835,complete,Nigeria,Nigeria,Homo sapiens,7/15/2021,12/15/2022
OQ051074.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2429/2021, complete genome",29847,complete,Nigeria,Nigeria,Homo sapiens,8/10/2021,12/15/2022
OQ051083.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2440/2021, complete genome",29844,complete,Nigeria,Nigeria,Homo sapiens,8/10/2021,12/15/2022
OQ051120.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2480/2021, complete genome",29806,complete,Nigeria,Nigeria,Homo sapiens,7/27/2021,12/15/2022
OQ051186.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2548/2021, complete genome",29828,complete,Nigeria,Nigeria,Homo sapiens,8/11/2021,12/15/2022
OQ051202.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2564/2021, complete genome",29845,complete,Nigeria,Nigeria,Homo sapiens,8/16/2021,12/15/2022
OQ051220.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV2582/2021, complete genome",29844,complete,Nigeria,Nigeria,Homo sapiens,8/16/2021,12/15/2022
OQ051814.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3464/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,2021-09,12/15/2022
OQ051865.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3450/2021, complete genome",29803,complete,Nigeria,Nigeria,Homo sapiens,9/10/2021,12/15/2022
OQ051882.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3245/2021, complete genome",29803,complete,Nigeria,Nigeria,Homo sapiens,8/23/2021,12/15/2022
OQ051948.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3244/2021, complete genome",29809,complete,Nigeria,Nigeria,Homo sapiens,8/23/2021,12/15/2022
OQ051997.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3334/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/2/2021,12/15/2022
OQ052014.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3126/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/3/2021,12/15/2022
OQ052016.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3396/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/13/2021,12/15/2022
OQ052040.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3321/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/1/2021,12/15/2022
OQ052043.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3405/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/13/2021,12/15/2022
OQ052068.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3356/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/6/2021,12/15/2022
OQ052092.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3247/2021, complete genome",29805,complete,Nigeria,Nigeria,Homo sapiens,8/23/2021,12/15/2022
OQ052108.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3409/2021, complete genome",29803,complete,Nigeria,Nigeria,Homo sapiens,9/3/2021,12/15/2022
OQ052114.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3443/2021, complete genome",29796,complete,Nigeria,Nigeria,Homo sapiens,9/10/2021,12/15/2022
OQ052118.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3252/2021, complete genome",29804,complete,Nigeria,Nigeria,Homo sapiens,8/23/2021,12/15/2022
OQ052135.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV3159/2021, complete genome",29816,complete,Nigeria,Nigeria,Homo sapiens,9/21/2021,12/15/2022
OQ052621.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4899/2021, complete genome",29794,complete,Nigeria,Nigeria,Homo sapiens,12/16/2021,12/15/2022
OQ052699.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4871/2021, complete genome",29789,complete,Nigeria,Nigeria,Homo sapiens,12/17/2021,12/15/2022
OQ052724.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4754/2021, complete genome",29805,complete,Nigeria,Nigeria,Homo sapiens,2021-07,12/15/2022
OQ052750.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4859/2021, complete genome",29797,complete,Nigeria,Nigeria,Homo sapiens,12/14/2021,12/15/2022
OQ052771.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV4832/2021, complete genome",29786,complete,Nigeria,Nigeria,Homo sapiens,12/13/2021,12/15/2022
OQ052869.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/NGA/CV6235/2021, complete genome",29752,complete,Nigeria,Nigeria,Homo sapiens,12/13/2021,12/15/2022
OP963547.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C120509/2022, complete genome",29758,complete,Kenya,Kenya,Homo sapiens,11/23/2022,12/7/2022
OP890757.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS11029/2021, complete genome",29764,complete,Kenya,Kenya,Homo sapiens,9/7/2021,11/25/2022
OP890839.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS10925/2022, complete genome",29761,complete,Kenya,Kenya,Homo sapiens,10/6/2022,11/25/2022
OP883694.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS10669/2021, complete genome",29784,complete,Kenya,Kenya,Homo sapiens,12/18/2021,11/23/2022
OP809764.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_H180/2022, complete genome",29709,complete,Djibouti,Djibouti,Homo sapiens,7/18/2022,11/11/2022
OP508810.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E915/2022, complete genome",29721,complete,Djibouti,Djibouti,Homo sapiens,5/9/2022,9/23/2022
OP508813.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_E929/2022, complete genome",29721,complete,Djibouti,Djibouti,Homo sapiens,5/3/2022,9/23/2022
OP508823.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_F210/2022, complete genome",29715,complete,Djibouti,Djibouti,Homo sapiens,5/26/2022,9/23/2022
OP508882.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_G788/2022, complete genome",29724,complete,Djibouti,Djibouti,Homo sapiens,5/12/2022,9/23/2022
OP183418.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-3/2022, complete genome",29867,complete,Egypt,Egypt,Homo sapiens,5/15/2022,8/9/2022
OP183439.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-24/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,7/2/2022,8/9/2022
OP183444.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-29/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,7/8/2022,8/9/2022
OP183446.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/EGY/OMICRON-32/2022, complete genome",29876,complete,Egypt,Egypt,Homo sapiens,7/9/2022,8/9/2022
OP053444.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-C463/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/17/2021,7/25/2022
OP053450.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-C703/2021, complete genome",29758,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/21/2021,7/25/2022
OP053456.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-C988/2021, complete genome",29707,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/25/2021,7/25/2022
OP053533.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/NHLS-UCT-GS-C205/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,6/9/2021,7/25/2022
ON703268.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR210202/2021, complete genome",29769,complete,Uganda,Uganda,Homo sapiens,6/3/2021,6/7/2022
ON703287.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-KIR210142S/2021, complete genome",29769,complete,Uganda,Uganda,Homo sapiens,6/4/2021,6/7/2022
ON647563.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-3032/2020, complete genome",29776,complete,South Africa: Western Cape,South Africa,Homo sapiens,5/9/2020,6/1/2022
ON602948.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS7899/2022, complete genome",29747,complete,Kenya,Kenya,Homo sapiens,1/23/2022,5/25/2022
ON603130.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/SS8122/2021, complete genome",29764,complete,Kenya,Kenya,Homo sapiens,9/4/2021,5/25/2022
ON322586.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-7288/2020, complete genome",29767,complete,South Africa,South Africa,Homo sapiens,11/30/2020,4/22/2022
ON322653.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-4879/2020, complete genome",29776,complete,South Africa,South Africa,Homo sapiens,5/27/2020,4/22/2022
ON322654.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-7567/2020, complete genome",29758,complete,South Africa,South Africa,Homo sapiens,12/7/2020,4/22/2022
ON099580.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B170/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/7/2022,3/29/2022
ON099594.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B347/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/9/2022,3/29/2022
ON099615.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B802/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/21/2022,3/29/2022
ON099621.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_B859/2022, complete genome",29724,complete,Djibouti,Djibouti,Homo sapiens,2/2/2022,3/29/2022
ON099638.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/DJI/NAMRU3_C082/2022, complete genome",29747,complete,Djibouti,Djibouti,Homo sapiens,1/26/2022,3/29/2022
ON099756.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000811/2021, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,12/16/2021,3/29/2022
ON099775.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW001044/2021, complete genome",29720,complete,Malawi,Malawi,Homo sapiens,1/11/2021,3/29/2022
ON099822.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00983/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/20/2021,3/29/2022
ON099826.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00990/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/21/2021,3/29/2022
ON099828.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00936/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/22/2021,3/29/2022
ON099937.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW000807/2021, complete genome",29708,complete,Malawi,Malawi,Homo sapiens,12/16/2021,3/29/2022
ON099965.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00953/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/22/2021,3/29/2022
ON099967.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/MWI/MLW00939/2021, complete genome",29725,complete,Malawi,Malawi,Homo sapiens,7/23/2021,3/29/2022
ON078412.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-I458/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,9/9/2021,3/28/2022
ON078450.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-AZ78/2021, complete genome",29763,complete,South Africa: Western Cape,South Africa,Homo sapiens,7/23/2021,3/28/2022
ON055794.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/ZAF/SCV2-GS-0421/2020, complete genome",29776,complete,South Africa,South Africa,Homo sapiens,5/30/2020,3/24/2022
OM811377.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/UGA/MUWRP-MUL016N/2020, complete genome",29877,complete,Uganda,Uganda,Homo sapiens,11/23/2020,2/24/2022
OM765554.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-C146/2021, complete genome",29823,complete,South Africa,South Africa,Homo sapiens,6/17/2021,2/22/2022
OM765806.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-D899/2021, complete genome",29800,complete,South Africa,South Africa,Homo sapiens,7/14/2021,2/22/2022
OM766012.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H035/2021, complete genome",29828,complete,South Africa,South Africa,Homo sapiens,8/20/2021,2/22/2022
OM766021.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H139/2021, complete genome",29816,complete,South Africa,South Africa,Homo sapiens,8/23/2021,2/22/2022
OM766038.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-GS-H428/2021, complete genome",29817,complete,South Africa,South Africa,Homo sapiens,8/24/2021,2/22/2022
OM766152.1,GenBank,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SouthAfrica/NHLS-UCT-LA-Z510/2021, complete genome",29831,complete,South Africa,South Africa,Homo sapiens,6/8/2021,2/22/2022
